"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Development of a Chatbot with NLP for the Prefecture of Los Rios in Ecuador","L. S. C. Johanna; M. R. V. Gabriel; J. Arango; F. Moreira","Technology and Engineering Area, Universidad Internacional de la Rioja, Perfectura de los Rios, Ecuador; Engineering School, Universidad de Medellin, Medellín, Colombia; Engineering School, Universidad de Caldas, Manizales, Colombia; REMIT, IJP, Universidade Portucalense, Porto, Portugal",2022 17th Iberian Conference on Information Systems and Technologies (CISTI),"14 Jul 2022","2022","","","1","6","The coronavirus has prevented face-to-face consultations of procedures in the entities, so Ecuadorian companies have opted to use technological tools to provide smooth service to their customers. Among them is the Chatbot, which allows users to receive personalized attention through a computer. This paper presents the development of a chatbot for the Prefecture of Los Rios in Ecuador. The main objective is to present the development of a chatbot for the attention and management of services offered to citizens of the Prefecture of Los Rios. Direct research for collecting the necessary information and a qualitative approach study for the development of this project involved interviews in learning about the needs and requirements of citizens. The Chatbot Prefectura Los Ríos uses frameworks for natural language processing developed from a Dialog flow tool, resulting in users' acceptance.","2166-0727","978-9-8933-3436-2","10.23919/CISTI54924.2022.9820488","Fundação para a Ciência e a Tecnologia; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9820488","Chatbot;Dialogflow;Artificial Intelligence;Natural Language Processing","COVID-19;Companies;Chatbots;Interviews;Information systems","","1","","16","","14 Jul 2022","","","IEEE","IEEE Conferences"
"SDN4Moodle: an SDN-based Toolset to Enhance QoS of Moodle Platform","A. H. d. S. Marcondes; C. C. Miers; M. A. Pillon; G. P. Koslovski","Graduate Program in Applied Computing, Santa Catarina State University, Joinville, Brazil; Graduate Program in Applied Computing, Santa Catarina State University, Joinville, Brazil; Graduate Program in Applied Computing, Santa Catarina State University, Joinville, Brazil; Graduate Program in Applied Computing, Santa Catarina State University, Joinville, Brazil",2018 IEEE Symposium on Computers and Communications (ISCC),"18 Nov 2018","2018","","","00627","00632","Network configuration, performance, and congestion impact the Quality of Service (QoS) of Moodle Learning Management System (LMS). Moreover, LMSs composing modules have different QoS demands for each activity. Upon a network, they compete for resources with applications for social media, streaming, chat, cloud file synchronization, games, among others. Eventually, the network congestion can leave the LMS service unavailable for students and professors. Recently, the popularization of Software Defined Networks (SDN) revolutionized the network management. We propose SDN4Moodle, a toolset to increase the QoS of Moodle services. SDN4Moodle was implemented in conformity to Moodle's plugin guidelines, and it is controlled by internal Moodle events. Each action performed by a Moodle's user is dynamically translated into network forwarding rules, and switches configuration. Our experimental results indicates SDN4Moodle, an open-source system, efficiently achieves flows isolation and bandwidth control on shared networks.","1530-1346","978-1-5386-6950-1","10.1109/ISCC.2018.8538523","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8538523","SDN, Moodle, QoS, OpenFlow","Quality of service;Monitoring;Protocols;Streaming media;Servers;Control systems;Computers","","","","28","IEEE","18 Nov 2018","","","IEEE","IEEE Conferences"
"Gradient-Free Scheduling of Fog Computation for Marine Data Feedback","Y. Xu","College of Information Engineering, Shanghai Maritime University, Shanghai, China",IEEE Internet of Things Journal,"24 Mar 2021","2021","8","7","5657","5668","With the development of the marine Internet of Things (IoT), more sensors are deployed for different marine applications. Abundant data are generated that are required by terrestrial users. However, nowadays, the marine Internet cannot provide enough communication resources and high service quality for the feedback of those data. Thereby, fog computation is a potential method to solve this problem via data compression before transmission. To improve transmission efficiency while guaranteeing Quality of Service (QoS) of applications, how to efficiently schedule limited computation resources at fog nodes, such as buoys for different applications should be addressed. This article proposes an online computation scheduling algorithm to improve the communication resource efficiency with guaranteed QoS via appropriate compression. This scheme needs neither the cost function nor the constraint function at the scheduling node. What is more, the gradient information, which is usually needed in learning strategies, is not required, which is the estimation based on first-order and second-order schemes, respectively. Results show that the proposed scheme achieves the goal of improving communication efficiency while guaranteeing the data quality constraint of different applications.","2327-4662","","10.1109/JIOT.2020.3030921","National Natural Science Foundation of China(grant numbers:U1701265); Natural Science Foundation of Shanghai(grant numbers:20ZR1423200); National Natural Science Foundation of China(grant numbers:61601283); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9223663","Fog computing;maritime communications;online computation scheduling;resource efficiency","Resource management;Sensors;Quality of service;Satellites;Artificial intelligence;Transceivers;Internet of Things","","4","","32","IEEE","14 Oct 2020","","","IEEE","IEEE Journals"
"MAMBA: A Multi-armed Bandit Framework for Beam Tracking in Millimeter-wave Systems","I. Aykin; B. Akgun; M. Feng; M. Krunz","Department of Electrical and Computer Engineering, University of Arizona, Tucson, AZ; Department of Electrical and Computer Engineering, University of Arizona, Tucson, AZ; Department of Electrical and Computer Engineering, University of Arizona, Tucson, AZ; Department of Electrical and Computer Engineering, University of Arizona, Tucson, AZ",IEEE INFOCOM 2020 - IEEE Conference on Computer Communications,"4 Aug 2020","2020","","","1469","1478","Millimeter-wave (mmW) spectrum is a major candidate to support the high data rates of 5G systems. However, due to directionality of mmW communication systems, misalignments between the transmit and receive beams occur frequently, making link maintenance particularly challenging and motivating the need for fast and efficient beam tracking. In this paper, we propose a multi-armed bandit framework, called MAMBA, for beam tracking in mmW systems. We develop a reinforcement learning algorithm, called adaptive Thompson sampling (ATS), that MAMBA embodies for the selection of appropriate beams and transmission rates along these beams. ATS uses prior beam-quality information collected through the initial access and updates it whenever an ACK/NACK feedback is obtained from the user. The beam and the rate to be used during next downlink transmission are then selected based on the updated posterior distributions. Due to its model-free nature, ATS can accurately estimate the best beam/rate pair, without making assumptions regarding the temporal channel and/or user mobility. We conduct extensive experiments over the 28 GHz band using a 4x8 phased- array antenna to validate the efficiency of ATS, and show that it improves the link throughput by up to 182%, compared to the beam management scheme proposed for 5G.","2641-9874","978-1-7281-6412-0","10.1109/INFOCOM41043.2020.9155408","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9155408","Millimeter-wave;directional communications;beam tracking;reinforcement learning;multi-armed bandit","Array signal processing;5G mobile communication;Downlink;Throughput;Wireless communication;Learning (artificial intelligence);Antenna arrays","","45","","33","IEEE","4 Aug 2020","","","IEEE","IEEE Conferences"
"Non-Intrusive Load Monitoring (NILM) – A Recent Review with Cloud Computing","K. -K. Kee; Y. S. Lim; J. Wong; K. H. Chua","University College of Technology Sarawak Jalan Universiti, Sibu, Sarawak, Malaysia; University College of Technology Sarawak Jalan Universiti, Sibu, Sarawak, Malaysia; Sungai Long Campus, Jalan Sungai Long, Bandar Sungai Long, Cheras, Universiti Tunku Abdul Rahman, Kajang, Selangor, Malaysia; University College of Technology Sarawak Jalan Universiti, Sibu, Sarawak, Malaysia","2019 IEEE International Conference on Smart Instrumentation, Measurement and Application (ICSIMA)","6 Apr 2020","2019","","","1","6","Issues of energy crisis and global warming push implementation of energy efficiency policies and programs as important mitigation efforts, particularly at consumer level. Load monitoring (LM) serves to furnish real-time feedback consumption information for the measures of efficient energy management strategies. Conventional LM is intrusive (ILM) which is costly and time-consuming in hardware installation. Nonintrusive load monitoring (NILM) option, on the other side, is relatively cheaper, ease of installation, and good scalability in commercialization values. The demand control of this approach has the potential of 20% energy-saving. In this paper, we discuss the fundamental stages of typical NILM framework and giving a taxonomy of appliance models with device signatures. We highlight main use-cases and formulate the challenges of future research directions, particularly the use of cloud computing and smart meters in NILM to unlock new seamless services for smart home and smart grid sectors.","2640-6535","978-1-7281-3952-4","10.1109/ICSIMA47653.2019.9057316","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9057316","non-intrusive;load monitoring;cloud computing;energy efficiency;load disaggregation;artificial intelligence;IoT","Home appliances;Monitoring;Feature extraction;Cloud computing;Smart meters;Buildings;Real-time systems","","4","","36","IEEE","6 Apr 2020","","","IEEE","IEEE Conferences"
"How to Use Stock Data for Data Science Education: A Simulated Trading Platform in Classroom","Y. Liu; X. Wei","Department of Computer and Information Science, Gannon University, Erie, PA, United States; Department of Management, Gannon University, Erie, PA, United States",2020 IEEE 2nd International Conference on Computer Science and Educational Informatization (CSEI),"17 Jul 2020","2020","","","5","8","The research hereby presents an innovate practice to enhance data science education by integrating an in-house-developed stock trading platform. Students of Data Science area usually face the difficulty of understanding the complex of real-time data and sophisticated statistical indicators and models. Another difficulty is students are easy to lost interests and patience during the process of learning programming and analysis process, such as R-language. Stock market, as a huge data source and an important data disciplinary, is comparatively easy to attract student attentions. Thus, we developed an intuitive trading platform for education purpose. The platform contains three components: an exploring window, a control windows and a report window. The exploring window shows current and historical stock price trends and related indicators. Several representative stocks from different sectors can be picked and specific time frames can be assigned. The control window allows students to develop their own trading strategies. A trading strategy can be created by either intuitive way, or through single or combinations of indicators, or be built generically though plug-in R-programing module. The report window demonstrates the expected return of a stock in a specific time frame through a specific strategy. A more comprehensive report with detailed transaction information is also provided for back-testing purpose. Students are involved into the development of the software and get experience for R-programming. Preliminary version of the product has been tested and surveyed in a data science classroom. About ten junior Data Science students have practiced and provided feedback. The positive survey results show the feasibility of the approach. In the future, artificial intelligent component will be integrated into the platform.","","978-1-7281-7008-4","10.1109/CSEI50228.2020.9142534","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9142534","Data Science;Trading Platform;R-Programming","Data science;Industries;Education;Programming profession;Microsoft Windows","","4","","5","IEEE","17 Jul 2020","","","IEEE","IEEE Conferences"
"Design and Control of a Wearable Hand Rehabilitation Robot","L. Cheng; M. Chen; Z. Li","School of Artificial Intelligence, University of Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China",IEEE Access,"17 Dec 2018","2018","6","","74039","74050","This paper proposes a wearable hand rehabilitation robot for assisting patients to do rehabilitation training such as the flexion and extension of fingers. This robot prototype has a modularized structure with nine degrees of freedom for the independent control of the patient's fingers. To alleviate the weight applied on the patient's hand and arm, the entire control system is placed in the patient's backpack and the cable-driven approach is employed to achieve the long-distance power transmission. Because of the repetitive training manner and the existence of external disturbances, a controller combining the iterative learning control (ILC) and the active disturbance rejection control (ADRC) has been proposed for the control of the finger's joints. The contributions of this paper lie in the robot's modularized structure design and the proposed ``ILC + ADRC”controller. Experimental results have verified the function of the proposed robot and demonstrated the satisfactory control performance achieved by the proposed controller.","2169-3536","","10.1109/ACCESS.2018.2884451","National Natural Science Foundation of China(grant numbers:61873268,61421004,61633016); Research Fund for Young Top-Notch Talent of National Ten Thousand Talent Program; Natural Science Foundation of Beijing Municipality(grant numbers:4162066); Major Science and Technology Fund of Beijing(grant numbers:Z181100003118006); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8555980","Hand rehabilitation;exoskeleton;cable-driven;modularized structure;active disturbance rejection controller (ADRC);iterative learning control (ILC)","Exoskeletons;Rehabilitation robotics;Brushless motors;Steel;Training;Cable shielding","","57","","40","OAPA","2 Dec 2018","","","IEEE","IEEE Journals"
"MILA: A SCORM-Compliant Interactive Learning Analytics Tool for Moodle","D. Distante; M. Villa; N. Sansone; S. Faralli","University of Rome Unitelma Sapienza, Rome, Italy; University of Rome Unitelma Sapienza, Rome, Italy; University of Rome Unitelma Sapienza, Rome, Italy; University of Rome Unitelma Sapienza, Rome, Italy",2020 IEEE 20th International Conference on Advanced Learning Technologies (ICALT),"4 Aug 2020","2020","","","169","171","This paper presents MILA, a prototype interactive Learning Analytics tool for the Moodle learning management system that has been developed to support the analysis and improvement of the teaching and learning processes in the e-learning environment of the University of Rome Unitelma Sapienza. MILA offers a variety of interactive and real-time data visualizations that provide statistics, trends, and insight information both on the Moodle-based virtual learning environment as a whole, and on each course included in it. In addition to Moodle standard logs, MILA is able to analyze tracking data generated by SCORM-compliant learning objects and to measure the duration of the related user sessions. Although MILA has been developed as a Moodle plugin, its software architecture and analysis models can be re-used and adapted to develop a learning analytics tool for any SCORM-compliant learning management system.","2161-377X","978-1-7281-6090-0","10.1109/ICALT49669.2020.00056","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9155907","e-learning;educational data mining;learning analytics;information visualization;learning management systems;Moodle;SCORM","Data visualization;Tools;Market research;Learning management systems;Electronic learning;Real-time systems","","7","","12","IEEE","4 Aug 2020","","","IEEE","IEEE Conferences"
"Influence of Moodle and MS Teams on teaching-learning-studying (TLS) processes","M. Krašna; I. Pesek","Department of Pedagogy, Faculty of Arts, University of Maribor, Maribor, Slovenia; Department of Physics, Faculty of Natural Science and Mathematics, University of Maribor, Maribor, Slovenia","2020 43rd International Convention on Information, Communication and Electronic Technology (MIPRO)","6 Nov 2020","2020","","","612","616","In two decades, the Moodle established itself as favorable LMS. It is used on all levels of education and many lecturers have gained skills to use it effectively. Moodle becomes mature and many lecturers have found it to be their first choice Learning Management System (LMS). Educational systems around the world have always problems with money and the Moodle is free; it has good multi-language support; and it implements many functionalities covering most lecturers' needs. But in the recent years some new alternatives emerge. They do not want to copy the Moodle and this makes them interesting enough to try them in practice. In recent time the Microsoft Teams incorporating the Microsoft OneNote becomes increasingly popular and gained users in many fields of work. Both systems were tried in different courses. It is clear that the Moodle is the winner in traditional educational tasks (assessments, peer to peer assessment, quizzes, categorization, extendibility). The MS Teams excels in different types of communications (chat, videoconferencing, lecturing, screen shareing), and is superior in general content creation. There is no clear winner in the assignment, mathematics (symbol), and file distribution.","2623-8764","978-953-233-099-1","10.23919/MIPRO48935.2020.9245356","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9245356","E-learning;learning management system;Moodle;Microsoft Teams;comparison","Teleconferencing;Learning management systems;Education;Mathematics;Task analysis","","6","","12","","6 Nov 2020","","","IEEE","IEEE Conferences"
"Generating adaptive and personalized language learning online courses in Moodle with individual learning paths using templates","S. Rüdian; N. Pinkwart","Weizenbaum Institute, Humboldt-Universität zu Berlin, Berlin, Germany; Weizenbaum Institute, Humboldt-Universität zu Berlin, Berlin, Germany",2021 International Conference on Advanced Learning Technologies (ICALT),"2 Aug 2021","2021","","","53","55","The adaption of online courses according to the user knowledge is not new, but its application is limited. The major problem is the lack of missing open-source technology to personalize online courses with individual learning paths on a large scale. In this paper, we introduce our open-source framework that allows us to generate adaptive online courses in Moodle. We focus on language learning as an example implementation. Courses are generated based on a knowledge base and several XML templates that allow the generation of interactive tasks using H5P. The novelty of our approach is the application and combination of existing Moodle libraries to generate individual online courses, although they were not designed for that purpose. It is the first working example that supports individual learning paths on a large scale in Moodle. Besides, we provide technical details on how to overcome limiting problems by using Moodle as an LMS.","2161-377X","978-1-6654-4106-3","10.1109/ICALT52272.2021.00024","Ministry of Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9499916","online courses;adaptive learning;personalization;Moodle;MOOC;open-source","Limiting;Knowledge based systems;XML;Libraries;Task analysis;Open source software","","5","","12","IEEE","2 Aug 2021","","","IEEE","IEEE Conferences"
"Higher Education Teachers’ Needs Concerning with the Moodle and the Impact of Training Received in the use of the Platform : Case Study in Higher Education","S. Rodrigues","Instituto Superior de Contabilidade e Administração do Porto, Porto, Portugal – CEOS.PP",2020 15th Iberian Conference on Information Systems and Technologies (CISTI),"15 Jul 2020","2020","","","1","6","The fact that some researchers emphasize that there is an underuse of the potencial of Learning Management Systems (LMS) has increased the interest in verifying what was happening in the institution where i teach. As a result of these studies carried out and published previously, was found that teachers often referred to the need they felt for technical, pedagogical and didactic training for their work with the Moodle, in an expectation of optimizing the use of the Moodle platform. The present paper has as its object the presentation of the study on the impact of training carried out by the teachers of a Polytechnic Institute of Higher Education in their pratices with the Moodle Platform.","2166-0727","978-989-54659-0-3","10.23919/CISTI49556.2020.9141162","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9141162","Education;LMS – Learning Management Systems;Higher Education;Moodle;Training","Training;Learning management systems;Face;Internet;Instruments;Information systems","","3","","0","","15 Jul 2020","","","IEEE","IEEE Conferences"
"Using LMS Moodle in Teaching CLIL: A Case Study","L. L. Salekhova; K. S. Grigorieva; T. A. Zinnurov","Department of Bilingual and Digital Education, Kazan Federal University, Kazan, Russia; Department of Bilingual and Digital Education, Kazan Federal University, Kazan, Russia; Department of Transport Facilities, Kazan State University of Arcitecture and Engineering, Kazan, Russia",2019 12th International Conference on Developments in eSystems Engineering (DeSE),"23 Apr 2020","2019","","","393","395","The paper describes Learning Management System (Moodle) usage in teaching CLIL course to pre-service teachers of Kazan Federal University. The research aim is to explore students' perceptions of learning in a virtual environment while content and language integrated learning (CLIL) with English being a medium of instruction. The results of the survey conducted among 56 students suggest that they found Moodle easy to navigate, useful, and accessible; it supports peer/ and student-tutor interaction and is effective in complementing face-to-face teaching. However, additional results of the survey show that students mostly use Moodle as a repository of materials and a structured set of audiovisual resources relevant to the subject taught in a foreign language. The proposition of implementing more Moodle tools in CLIL will be the aim of further research.","2161-1351","978-1-7281-3021-7","10.1109/DeSE.2019.00078","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9073000","Learning Management System (LMS) Moodle;Content and Language Integrated Learning (CLIL);online CLIL course;pre-service","Learning management systems;Electronic learning;Virtual environments;Tools;Navigation;Terminology","","3","","5","IEEE","23 Apr 2020","","","IEEE","IEEE Conferences"
"The learning analytics and institutional research based on the usage of Moodle after COVID-19 pandemic","Y. Asada; H. Okazaki; N. Sata; H. Kawahira; S. Yamamoto; Y. Matsuyama","Medocal Education Center, Jichi Medical University, Tochigi, Japan; Medocal Education Center, Jichi Medical University, Tochigi, Japan; Division of Gastroenterological, General and Transplant Surgery, Jichi Medical University, Tochigi, Japan; Medocal Education Center, Jichi Medical University, Tochigi, Japan; Department of General Thoracic Surgery, Jichi Medical University, Tochigi, Japan; Medocal Education Center, Jichi Medical University, Tochigi, Japan",2021 10th International Congress on Advanced Applied Informatics (IIAI-AAI),"13 Jun 2022","2021","","","295","298","Many universities had to use online based education in 2020 due to COVID-19 pandemic. For asynchronous education, LMS (Learning Management Systems) such as Moodle were used. In this paper, learning analytics and institutional research were done based on the logs of Moodle, focused on during the COVID-19 pandemic. The analytics of four cases were done; (1) the numbers of modules, (2) the monthly learners' access logs (3) the monthly usage per activities, and (4) how many feedbacks were done with assignments modules. Although the usage of Moodle was highly increased from that of before the pandemic, usage of providing resources such as PDFs and videos were main cases. In addition to this, the number of feedbacks differed widely according to the courses. Although the COVID-19 pandemic might cause the increasing of the usage of Moodle, there is a room for improvement in the way of its usage.","2770-8470","978-1-6654-2420-2","10.1109/IIAI-AAI53430.2021.00052","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9791057","Access Logs;COVID-19;Institutional Research;Learning Support;Moodle","COVID-19;Learning management systems;Pandemics;Education;Informatics;Videos","","1","","4","IEEE","13 Jun 2022","","","IEEE","IEEE Conferences"
"FlipMyLearning: A Tool for Monitoring and Predicting Learner Behavior in Moodle","J. Maldonado-Mahauad; B. Aguilar; E. Sigua","Departamento de Ciencias de la Computación, Universidad de Cuenca, Cuenca, Ecuador; Departamento de Ciencias de la Computación, Universidad de Cuenca, Cuenca, Ecuador; Departamento de Ciencias de la Computación, Universidad de Cuenca, Cuenca, Ecuador",2021 XVI Latin American Conference on Learning Technologies (LACLO),"8 Mar 2022","2021","","","16","23","The development of technology has meant that in the last two decades Information and Communication Technologies have become more and more involved in the teaching process and have tried to change traditional learning models. With the support of modern technology, platforms have been developed and perfected that encourage the adoption of a new virtual learning paradigm. These platforms store student and teacher interactions with course resources in database engines, information that can be very relevant, but in many cases has not been processed in a way that is useful for use by teachers and students. Therefore, this study aims to implement and evaluate a dashboard for student behavior analysis and dropout prediction in Moodle. The tool will help teachers to know what students do before, during and after a class mediated by virtual platforms. In addition, it will also help students manage their learning process and easily and effectively monitor their progress in the course. Given the analytical nature of the research, exploratory analysis of the Moodle data model, evaluation of existing visualizations and design of the tool based on Moodle architecture were used to develop a dashboard of visualizations and dropout prediction. As a result, FlipMyLearning was implemented, a plugin for the Moodle platform that allows the teacher to monitor the learning process of students for informed decision making. The developed plugin contains visualizations for both the teacher and the student, divided into different sections, each oriented to monitor different aspects of the course. The research conducted shows that the visualizations generated were useful for both teachers and students who participated in the evaluation process. In addition, variables such as time spent, number of sessions and indicators related to cognitive depth and social breadth are useful variables to identify groups of students at risk of dropping out.","","978-1-6654-2358-8","10.1109/LACLO54177.2021.00010","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9725212","Learning Analytics;Dashboard;Moodle;Dropout;Prediction","Electronic learning;Databases;Education;Decision making;Data visualization;Data models;Information and communication technology","","1","","0","IEEE","8 Mar 2022","","","IEEE","IEEE Conferences"
"Generation of JMeter scripts for performance testing of Moodle server","G. Mahajan; D. V. Attar; S. Kalamkar","Department of Computer Engineering, College of Engineering Pune, Pune, India; Department of Computer Engineering, College of Engineering Pune, Pune, India; Department of Computer Engineering, College of Engineering Pune, Pune, India","2022 4th International Conference on Advances in Computing, Communication Control and Networking (ICAC3N)","28 Mar 2023","2022","","","2277","2281","Moodle is an open-source virtual learning platform used by universities, institutions, and colleges to take quizzes, assignments, video lectures, etc., online. Many institutions worldwide and in India have used Moodle extensively during the covid-19 pandemic. Moodle is facing the issue of slow response time as the number of concurrent users increases. So, to cater to the need of students and teachers at the institutes, the performance testing of Moodle is done using JMeter, a freely available tool to find out the limitations of the number of simultaneous users of Moodle server. Different scenarios are considered, such as concurrent login, concurrent page accesses such as dashboard and registered course page, concurrent file uploads and downloads, concurrent users taking a quiz, etc. The simulation of simultaneous users is done using the JMeter scripts. The scripts are run by steadily increasing the number of threads up to a certain Error percentage of the requests.","","978-1-6654-7436-8","10.1109/ICAC3N56670.2022.10074284","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10074284","Moodle;Performance testing;Apache JMeter;JMeter scripts;Simulation","COVID-19;Electronic learning;Codes;Pandemics;Servers;Time factors;Testing","","","","13","IEEE","28 Mar 2023","","","IEEE","IEEE Conferences"
"Using Moodle e-learning platform in Mechanical Engineering lectures","P. Tomšič; I. Demšar; T. Finkšt","Faculty of Mechanical Engineering, University of Ljubljana, Ljubljana, Slovenia; Faculty of Mechanical Engineering, University of Ljubljana, Ljubljana, Slovenia; Faculty of Mechanical Engineering, University of Ljubljana, Ljubljana, Slovenia","2020 43rd International Convention on Information, Communication and Electronic Technology (MIPRO)","6 Nov 2020","2020","","","1585","1590","With implementation of European Union's wide reforms of the educational system in the last decade, the academic lectures and increased complexity of the overlapping curriculum has become increasingly demanding. Usage of the online e-learning platforms in Higher Education has become an important part of the flexibility in modern educational system. There are many different e-learning platforms, both open source and commercially available. In the Laboratory LECAD (laboratory for Computer Aided Design) we have decided to use open source software Moodle for handling practical exercises of different academic lectures. The e-learning platform has been in use since 2015 and gradually adapted for many lectures, including traditional approach of weekly practical lectures as well as project-based lecture management. The paper describes impact of the implementation of Moodle on the curriculum, its advantages as well as its weaknesses. Each academic year more than 600 students were enrolled in Moodle. The advantages offered through online management tools have made lectures more attractive and accessible and has simplified keeping the topics being up to date. Having long time experience in conducting courses with usage of e-learning in the field of Mechanical Engineering it is hard to imagine e-learning as a full supplement of the traditional approach in educational system.","2623-8764","978-953-233-099-1","10.23919/MIPRO48935.2020.9245423","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9245423","e-learning;digitalization;LMS;higher education in Slovenia;Moodle;Mechanical Engineering lectures.","Electronic learning;Education;Europe;Tools;Mechanical engineering;Knowledge transfer;Open source software","","3","","9","","6 Nov 2020","","","IEEE","IEEE Conferences"
"Conversion tool for audio-video file compatibility in Moodle E-learning platform","V. Baneş; F. Babarada; C. Ravariu","Faculty of Electronics, “Politehnica”, University of Bucharest, Bucharest, Romania; Faculty of Electronics, EDIL, “Politehnica”, University of Bucharest, Bucharest, Romania; Faculty of Electronics, EDIL, “Politehnica”, University of Bucharest, Bucharest, Romania","2019 11th International Conference on Electronics, Computers and Artificial Intelligence (ECAI)","23 Apr 2020","2019","","","1","4","This paper presents the development of a user interface conversion tool, able to get audio-video file compatibility for the e-learning platform through which files can be imported. At this stage, there are a wide range of audio-video formats, but only some of them can be accepted by the E-learning platform. Therefore, the goal in this work is to create a conversion tool for audio-video file compatibility, using the Microsoft Visual Studio.","","978-1-7281-1624-2","10.1109/ECAI46879.2019.9041975","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9041975","e-learning;conversion tool;user interface","","","","","6","IEEE","23 Apr 2020","","","IEEE","IEEE Conferences"
"Game-based learning for the appropriation of Discrete Mathematics concepts: ""Hanged on the Moodle Platform""","N. Bedregal-Alpaca; V. Cornejo-Aparicio; O. Sharhorodska","Departamento Académico de Ingeniería de Sistemas e Informática, Universidad Nacional de San Agustín de Arequipa, Arequipa, Perú; Departamento Académico de Ingeniería de Sistemas e Informática, Universidad Nacional de San Agustín de Arequipa, Arequipa, Perú; Departamento Académico de Ingeniería de Sistemas e Informática, Universidad Nacional de San Agustín de Arequipa, Arequipa, Perú",2020 39th International Conference of the Chilean Computer Science Society (SCCC),"9 Dec 2020","2020","","","1","6","Active methodologies have led to changes in ways of teaching and learning, including Game-Based Learning as a tool for dynamization and learning supportIn the subject Discrete Structures II identified the low academic performance of students and their difficulty in appropriation of concepts and properties of group and semi-group theory. As a solution alternative it was proposed to implement the Hangman GameAn exploratory-descriptive quasi-experimental design was developed by implementing a structured survey to capture students' perception of playful activity. The experience was carried out with the 35 students enrolled in the subjectIt was concluded that applying Game-Based Learning, through a virtual medium and in support of the face-to-face model, contributed to the appropriation of concepts and properties of the subject worked by improving the qualifications and motivation of the student. In addition, it led to the development of other skills and competencies, in particular the lifelong learning competence.","1522-4902","978-1-7281-8328-2","10.1109/SCCC51225.2020.9281157","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9281157","Game-based learning;GBL;discrete math;teaching-learning process;math skills","Computer science;Education;Tools;Mathematical model;Qualifications","","","","0","IEEE","9 Dec 2020","","","IEEE","IEEE Conferences"
