"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Smart Garbage Separators: A Comparative Evaluation","D. Tummala; S. Vemula; V. Yamalanchili; C. C. Venigalla; M. Veerepalli; N. Bourbakis","CART Center, WSU, OH, USA; CART Center, WSU, OH, USA; CART Center, WSU, OH, USA; CART Center, WSU, OH, USA; CART Center, WSU, OH, USA; CART Center, WSU, OH, USA","2024 15th International Conference on Information, Intelligence, Systems & Applications (IISA)","18 Dec 2024","2024","","","1","9","When we want machines to perform tedious and dangerous tasks for us, it becomes necessary to prepare them to efficiently emulate our smart thinking and learning. For instance, when a garbage separator has to separate different categories of material like human learning does, there is a need to make them to explore an innovative application of reinforcement learning (RL) to improve the efficiency and accuracy of separation and selection. But before to start the process it is very important to perform a comparative study on existing methodologies [1]–[50] by avoiding duplication of existing work. Thus, in this paper we perform a comparative study on a large number of recent methods and we provide our overall evaluation. Then we proceed with one extra step by improving a low performing methodology to elevate its performance by showing to our team the collaborative work for better results. Thus, it is crucial for effective waste management to leverage RL algorithms to optimize the sorting process in real-time, adapting dynamically to changes in the waste stream. By integrating sensors and AI techniques the smart garbage separator behaves as an autonomous agent within its operational environment, making decisions to classify and direct waste into appropriate categories such as recyclables, organics, and landfill. The RL model employs a reward-based system where actions—defined as sorting decisions—are continuously refined based on feedback regarding sorting accuracy and processing speed. Using a combination of real-world data collection and simulated environments, we implement and compare traditional Q-learning and Deep Q-Network (DQN) algorithms to determine their efficacy in handling complex, high-dimensional state spaces typical of waste material characteristics. The results indicate significant improvements in sorting accuracy and operational efficiency, showcasing the potential of RL to transform waste management practices.","","979-8-3503-6883-3","10.1109/IISA62523.2024.10786620","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10786620","Smart sensors;garbage separation;recycling technologies;machine learning;reinforcement learning","Waste management;Adaptation models;Waste materials;Accuracy;Particle separators;Urban planning;User interfaces;Real-time systems;Artificial intelligence;Sorting","","","","52","IEEE","18 Dec 2024","","","IEEE","IEEE Conferences"
"Strategic Patient Education Approaches for Effective Disease Management and Prevention","A. K; T. Rangaraju; A. Singla; A. Shrivastava; C. Lavanya; T. M. Khattab Al-Rubaye","Electronics and Communication Engineering, New Horizon College of Engineering, Bangalore, India; Computer Science and Engineering (Data Science), Institute of Aeronautical Engineering, Dundigal, Hyderabad, India; Lovely Professional University, Phagwara, India; Saveetha School of Engineering, Saveetha Institute of Medical and Technical Sciences, Chennai, Tamilnadu, India; Department of Civil, GRIET, Hyderabad, Telangana, India; Department of Medical Laboratory Technology, College of Medical Technologies, The Islamic University, Najaf, Iraq",2024 1st International Conference on Sustainable Computing and Integrated Communication in Changing Landscape of AI (ICSCAI),"13 Feb 2025","2024","","","1","6","This study presents and assesses the Adaptive Learning Reinforcement (ALR) approach, a new patient education strategy that improves illness prevention and treatment. Behavioral incentives and AI provide a dynamic and individualized learning environment in ALR. ALR consistently outperformed competitors in key areas. ALR's Patient Profiling Algorithm (PPA) customizes lesson plans depending on patient personality. Adaptability allows health information to be tailored to each patient's health and education. ALR emphasizes education involvement. The Reinforcement Learning Algorithm (RLA) changed material based on patient responses, keeping them engaged. RLA's regular feedback helps individuals recall and utilize health knowledge. ALR's culture awareness distinguishes them. The Cultural Sensitivity Algorithm ensures that all students can understand and apply to courses by considering cultural backgrounds. Cultural relevance creates a healthcare environment that values and welcomes diversity. ALR was forward-thinking by using modern technology. The system proved straightforward to integrate with AI, virtual models, and real-time feedback. Thus, this addresses tech-savvy youth requirements and increases learning. Finally, ALR improves patient education by providing high-level customization, continuing participation, cultural understanding, technology, and peer support.","","979-8-3503-5533-8","10.1109/ICSCAI61790.2024.10866378","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10866378","Cultural Sensitivity;Disease Management;Engagement;Health Education;Inclusivity;Patient Profiling;Peer Support;Personalization;Reinforcement Learning;Technological Integration;Traditional Methods;Virtual Simulations","Adaptive learning;Sensitivity;Prevention and mitigation;Heuristic algorithms;Reinforcement learning;Transforms;Real-time systems;Cultural differences;Artificial intelligence;Diseases","","","","41","IEEE","13 Feb 2025","","","IEEE","IEEE Conferences"
"Realizing the Tactile Internet through Intelligent Zero Touch Networks","I. Al Ridhawi; M. Aloqaily; F. Karray; M. Guizani; M. Debbah","Kuwait College of Science and Technology, Kuwait; Mohamed bin Zayed University of Artificial Intelligence (MBZUAI), UAE; Mohamed bin Zayed University of Artificial Intelligence (MBZUAI), UAE; Mohamed bin Zayed University of Artificial Intelligence (MBZUAI), UAE; Technology Innovation Institute (TII), UAE",IEEE Network,"30 Dec 2022","2022","36","6","243","250","The Internet of Things is expected to evolve and create numerous technological advances, paving the road for solutions that were once considered impossible. The Tactile Internet (TI), which is envisioned to enable real-time transmission of haptic and conventional data traffic, is creating that paradigm shift toward control-based communication between end users and machines. Tele-operation, augmented/virtual reality vehicle platooning, and industrial automation are all applications that can be supported by TI. The realization of TI over beyond fifth generation creates challenges for the current wireless communication and networking infrastructure. Network and communication reliability, ultra-high data rate connectivity, ultra-low latency, and stringent quality of service/experience (QoS/QoE) requirements must all be achieved for TI to effectively operate. Existing network infrastructures that require manual means of management and control cannot accommodate stringent TI constraints. With that said, the adaptation of advanced intelligent and cooperative solutions at the edge of the network is a crucial step toward guaranteed availability of resources and TI services. This article identifies and analyzes some of the technical issues that TI faces, then highlights and proposes potential solutions toward zero touch networks. We pay particular attention to the reliability performance gains achieved from cooperative edge devices, and their role in the provisioning of zero touch networking infrastructures that support TI applications.","1558-156X","","10.1109/MNET.001.2200016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10004628","","Tactile Internet;Wireless communication;Automation;Roads;Quality of service;Manuals;Performance gain","","2","","15","IEEE","30 Dec 2022","","","IEEE","IEEE Magazines"
"SmartSignQuiz A Colour-Based Interactive Quiz System for Hard to Talk and Hard to Hear Students","N. Subbulakshmi; R. Chandru; S. Ariffa Begum; M. V. Pavalla; M. M. Palagiri","Department of Computer Science and Engineering, Kalasalingam Academy of Research and Education, Tamilnadu, India; Department of Electronics and Communication Engineering, Sri Ramakirshna Engineering College, Tamilnadu, India; Department of Computer Science and Engineering, Kalasalingam Academy of Research and Education, Tamilnadu, India; Department of Computer Science and Engineering, Kalasalingam Academy of Research and Education, Tamilnadu, India; Department of Computer Science and Engineering, Kalasalingam Academy of Research and Education, Tamilnadu, India",2024 International Conference on Sustainable Communication Networks and Application (ICSCNA),"10 Feb 2025","2024","","","1677","1682","The growing field of artificial intelligence (AI) provides new opportunities to develop inclusive educational tools tailored to diverse student needs. This study introduces SmartSignQuiz, an innovative colour-based interactive quiz system for hard-to-talk and hard-to-hear students. The system combines facial recognition and colour detection technologies, facilitating real-time participation without relying on verbal communication. SmartSignQuiz ensures accurate student identification through a face recognition module while employing colour-coded responses for quiz interaction. The primary objective is to create an accessible, non-verbal learning platform that promotes active engagement for all students. The study evaluates the system's accuracy, computational efficiency, and impact on educational outcomes, demonstrating its potential to enhance inclusivity in classroom environments.","","979-8-3315-3001-3","10.1109/ICSCNA63714.2024.10864242","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10864242","Facial Recognition;Colour Detection;Computer Vision","Visualization;Accuracy;Image color analysis;Face recognition;Lighting;Real-time systems;Reliability;Artificial intelligence;Usability;Testing","","","","12","IEEE","10 Feb 2025","","","IEEE","IEEE Conferences"
"Data-Driven LQR Design for LTI systems with Exogenous Inputs","V. Digge; R. Pasumarthy","Department of Electrical Engineering, Indian Institute of Technology Madras, Chennai, India; Department of Electrical Engineering, Robert Bosch Center of Data Science and Artificial Intelligence; Network Systems Learning, Control and Evolution Group, Indian Institute of Technology Madras, Chennai, India",2022 30th Mediterranean Conference on Control and Automation (MED),"1 Aug 2022","2022","","","239","244","This paper presents a data-driven state feedback control law, based on a linear quadratic regulator (LQR) design, for systems with exogenous inputs. In general, this framework is referred to as a data-driven min-max controller, and is more robust to disturbances than the standard LQR controllers. Instead of relying on system models, in this work, the state feedback control law is computed directly from the knowledge of the inputs and the states. The LQR gain is parametrized with matrices that are directly estimated using open-loop experiment data of the system. We experimentally validate our results by implementing the data driven controller for performance management of a web-server hosted on a private cloud.","2473-3504","978-1-6654-0673-4","10.1109/MED54222.2022.9837171","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9837171","","Linear systems;State feedback;Regulators;Riccati equations;Markov processes;Mathematical models;Parametric statistics","","1","","22","IEEE","1 Aug 2022","","","IEEE","IEEE Conferences"
"Features of the Interface of System for Solving Social Problems","G. Bekmanova; A. Ukenova; A. Omarbekova; A. Zakirova; M. Kantureyeva","Department of Digital Development and Distance Learning, L.N. Gumilyov Eurasian National University, Astana, Kazakhstan; Faculty of Information technology, L.N. Gumilyov Eurasian National University, Astana, Kazakhstan; Department of Digital Development and Distance Learning, L.N. Gumilyov Eurasian National University, Astana, Kazakhstan; Department of Digital Development and Distance Learning, L.N. Gumilyov Eurasian National University, Astana, Kazakhstan; Faculty of Information technology, L.N. Gumilyov Eurasian National University, Astana, Kazakhstan","2024 8th International Conference on Computer, Software and Modeling (ICCSM)","27 Aug 2024","2024","","","5","13","The interface design task involves creating a social task constructor for user customization. Existing digital platforms for solving social problems prioritize features like accessibility, innovation, and community engagement, but often overlook interface issues. This led to the selection of the best approach for developing the interface of the Kazakh digital intelligent platform based on data characteristics. The platform has the potential to significantly improve the effectiveness of solving social problems, providing a more responsive and personalized approach to supporting the population. The interface of the system for solving social problems was developed with an innovative solution that will combine advanced technologies and artificial intelligence methods for effective solution of social problems. Moreover, this study presents a novel platform employing advanced methods, including automated query analysis through natural language processing, an expert system leveraging a knowledge base curated from social experts, personalized solutions accommodating individual requests, a versatile problem-solving capability, and a feedback and analytics mechanism. The platform applies these methods to enhance user experience, provide effective solutions to a broad spectrum of social issues, and continuously refine its performance through user feedback and analytical insights.","","979-8-3503-6713-3","10.1109/ICCSM63823.2024.00010","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10638607","Interface;digital platform;artificial intelligence;social problem;Kazakh digital society","Training;Technological innovation;User experience;Software;Natural language processing;Resource management;Problem-solving","","","","137","IEEE","27 Aug 2024","","","IEEE","IEEE Conferences"
"A Feline-Inspired Optimizer Enhanced through Self-Improvement, Coupled with Machine Learning, for the Identification of Lung Cancer in CT Scans","P. Arunachalam; S. Geetha; N. Nessariose Jose; V. G; Shrutika; S. s. H S","Department of Biomedical Engineering, Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology, Avadi, Chennai, Tamilnadu, India; Department of Computer Science and Engineering, V.S.B. Engineering College, Karur; Denken Solutions; Department of CSE, Sri Sairam Institute of Technology Chennai, India; Department of Computer Science, University of southern California; Master of Computer Applications department, Bangalore Institute of Technology, Bengaluru, Karnataka, India",2024 Second International Conference on Advances in Information Technology (ICAIT),"4 Oct 2024","2024","1","","1","6","The study introduces an innovative breakthrough in the analysis of medical images, particularly focusing on the timely identification and categorization of lung cancer using computed tomography (CT) scans. Employing the pioneering Cat Mouse Optimizer algorithm, which has undergone enhancements via self-improving mechanisms, we've crafted an intricate framework. This framework seamlessly integrates cutting-edge machine learning algorithms to streamline the process of diagnosing lung cancer from CT scans with unparalleled precision and efficiency. Conventional methods for diagnosing lung cancer often hinge on manual interpretation of CT images by radiologists, a process susceptible to time constraints and human error. Our methodology tackles these challenges by capitalizing on the capabilities of artificial intelligence and deep learning methodologies. Through extensive training on extensive datasets of annotated CT scans, our model becomes adept at identifying nuanced patterns and indicators of lung cancer, leading to robust classification outcomes. The hallmark attributes of our system encompass its flexibility and scalability, enabling continual enhancement and adaptation over time. The self-enhancing features of the Cat Mouse Optimizer algorithm empower the system to autonomously fine-tune its algorithms and parameters, informed by feedback from new data and user interactions. This guarantees that the system remains abreast of the latest advancements in medical imaging and lung cancer research. Moreover, our framework underscores the importance of interpretability and transparency, furnishing clinicians with invaluable insights into the decision-making process of the AI model. This cultivates trust and collaboration between human experts and AI systems, culminating in more precise diagnoses and enhanced patient outcomes. Through rigorous experimentation and validation across varied datasets, we showcase the effectiveness and dependability of our methodology in real-world clinical scenarios. Our system exhibits promising outcomes in terms of sensitivity and specificity, surpassing existing approaches to lung cancer classification. In essence, our project marks a significant stride forward in the domain of medical image analysis, presenting a potent tool for the early detection and diagnosis of lung cancer. By amalgamating the strengths of advanced machine learning techniques and self-improving algorithms, we aspire to transform the landscape of lung cancer detection and management, ultimately contributing to saving lives and advancing healthcare outcomes.","","979-8-3503-8386-7","10.1109/ICAIT61638.2024.10690312","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10690312","Lung Cancer Diagnosis;Computed Tomography (CT) Imaging;Medical Image Analysis;Machine Learning;Deep Learning;Cat Mouse Optimizer Algorithm;Self- Upgrading Algorithms;Artificial Intelligence in Healthcare;Radiology;Pattern Recognition;Image Classification;Early Detection;Clinical Decision Support Systems;Healthcare Technology;Precision Medicine","Training;Technological innovation;Machine learning algorithms;Computed tomography;Lung cancer;Collaboration;Transforms;Classification algorithms;Time factors;Medical diagnostic imaging","","","","17","IEEE","4 Oct 2024","","","IEEE","IEEE Conferences"
"AI Can Help Instructors Help Students: An LLM-Supported Approach to Generating Customized Student Reflection Responses","S. Wiktor; M. Dorodchi; N. Wiktor","College of Computing and Informatics, University of North Carolina at Charlotte, Charlotte, USA; College of Computing and Informatics, University of North Carolina at Charlotte, Charlotte, USA; College of Computing and Informatics, University of North Carolina at Charlotte, Charlotte, USA",2024 IEEE Frontiers in Education Conference (FIE),"26 Feb 2025","2024","","","1","9","This innovative practice paper presents an LLM-supported technique to help instructors respond effectively to periodic students' reflections. Efficient communication between instructors and students is integral to supporting a productive learning environment. Recognizing the significance of understanding students' perceptions and challenges, we present the initial implementation of a system to help instructors analyze and respond to students' feedback promptly and effectively. This research is inspired by and extends prior works where instructors sent progress check emails to students, with some works finding that such communication increased students' motivation. To collect feedback, we administer regular student reflections throughout the semester that capture how students feel about the course and uncover the challenges they face. This regular feedback-gathering approach allows instructors to better track their students' progress and respond to comments throughout the semester to provide guidance. However, reading and responding to each reflection manually in the context of their overall learning experience can be time consuming. To address this challenge, we introduce an LLM-based automated approach that generates tailored, performance-contextualized responses to student reflections that can be used to guide first-contact interventions. The generated reflection responses (GRRs) address issues discussed in student reflections and provide advice, support, course information, and follow-up questions to the students. Additionally, they provide feedback to students based on their accomplishments and behavioral data within the learning management system (LMS), such as submission patterns. In this work, we discuss our method of generating responses based on students' reflections and their LMS behavior. We also present example scenarios of the proposed approach. Preliminary results indicate that this approach can help instructors facilitate positive educational interactions with students and that the participating students view the interventions favorably, fostering a constructive learning environment. This work provides an initial presentation of our large language model-based response generation method to motivate further investigation into AI-assisted student support mechanisms","2377-634X","979-8-3503-5150-7","10.1109/FIE61694.2024.10893324","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10893324","student experience;reflection","Learning management systems;Face recognition;Reflection;Artificial intelligence","","","","38","IEEE","26 Feb 2025","","","IEEE","IEEE Conferences"
"Using Epidemic Modeling, Machine Learning and Control Feedback Strategy for Policy Management of COVID-19","K. Narayan; H. Rathore; F. Znidi","Department of Computer Science and Engineering, Indian Institute of Technology Jodhpur, Jodhpur, India; Department of Computer Science, Texas State University, San Marcos, TX, USA; Department of Electrical Engineering, Texas A&M University Texarkana, Texarkana, TX, USA",IEEE Access,"23 Sep 2022","2022","10","","98244","98258","Coronavirus disease (COVID-19) is one of the world’s most challenging pandemics, affecting people around the world to a great extent. Previous studies investigating the COVID-19 pandemic forecast have either lacked generalization and scalability or lacked surveillance data. City administrators have also often relied heavily on open-loop, belief-based decision-making, preventing them from identifying and enforcing timely policies. In this paper, we conduct mathematical and numerical analyses based on closed-loop decisions for COVID-19. Combining epidemiological theories with machine learning models gives this study a more accurate prediction of COVID-19’s growth, and suggests policies to regulate it. The Susceptible, Infectious, and Recovered (SIR) model was analyzed using a machine learning model to estimate the optimal constant parameters, which are the recovery and infection rates of the coupled nonlinear differential equations that govern the epidemic model. To modulate the optimized parameters that regulate pandemic suppression and mitigation, a systematically designed feedback-based strategy was implemented. We also used pulse width modulation to modify on-off signals in order to regulate policy enforcement according to established metrics, such as infection recovery ratios. It was possible to determine what type of policy should be implemented in the country, as well as how long it should be implemented. Using datasets from John Hopkins University for six countries, India, Iran, Italy, Germany, Japan, and the United States, we show that our 30-day prediction errors are almost less than 3%. Our model proposes a threshold mechanism for policy control that divides the policy implementation into seven states, for example, if Infection Recovery Ratio (IRR) >80, we suggest a complete lockdown, vs if 10¡IRR¡20, we suggest encouraging people to stay at home and organizations to work at 50% capacity. All countries which implemented a policy control strategy at an early stage were accurately predicted by our model. Furthermore, it was determined that the implementation of closed-loop strategies during a pandemic at different times effectively controlled the pandemic.","2169-3536","","10.1109/ACCESS.2022.3206790","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9893130","Covid-19;pandemic;policy management;SIR;machine learning;regression;control theory;transfer function","Pandemics;Mathematical models;Predictive models;COVID-19;Diseases;Analytical models;Biological system modeling;Machine learning;Transfer functions","","4","","52","CCBY","15 Sep 2022","","","IEEE","IEEE Journals"
"Chatbots Embracing Artificial Intelligence Solutions to Assist Institutions in Improving Student Interactions","M. G; M. M; S. R; I. Ritharson P","Dept. of CSE, Karunya Institute of Technology and Sciences, Coimbatore, India; Dept. of CSE, Karunya Institute of Technology and Sciences, Coimbatore, India; Dept. of CSE, Karunya Institute of Technology and Sciences, Coimbatore, India; Dept. of CSE, Karunya Institute of Technology and Sciences, Coimbatore, India",2023 International Conference on Circuit Power and Computing Technologies (ICCPCT),"22 Sep 2023","2023","","","912","916","Through the revival of Artificial Intelligence technology, Chatbot systems may now be streamlined into numerous associations of education. This technology is progressively being used in curriculum. Everyone in the sector, including students and institutional management, has the potential to positively impact from chatbot technology in regard to providing rapid and optimized services. This research gives a comprehensive overview of existing studies on the usage of Chatbots in the overarching goal of Tamil Nadu Higher Education where Students or Parents will indeed check the economic results running parallel to studies, courses, and higher education and have their questions documented. Python programming is incorporated in this project utilizing Flask Framework and PyTorch Library, and Natural Language Tool Kit (NLTK) is additionally employed to improve Chatbot performance, as well as HTML, CSS, and JavaScript for Front End Development. We would therefore create a chatbot using flask approach and deep learning. Using a dataset that includes categories (intentions), patterns, and responses, the chatbot will be supervised. To determine which category the user's message resonates with, we retain a particular artificial neural network (ANN), and then we configure an outcome at irregular intervals from a range of potential feedbacks.","","979-8-3503-3324-4","10.1109/ICCPCT58313.2023.10245835","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10245835","Chatbot;Higher Education;flask framework;natural language toolkit (NLTK);PyTorch library","Deep learning;Economics;Computers;Education;Artificial neural networks;Chatbots;Libraries","","1","","15","IEEE","22 Sep 2023","","","IEEE","IEEE Conferences"
"Reinforcement Learning for Patient-Centric Lighting Management System in Healthcare Sector","K. Lalitha; T. R. Saravanan; N. Mohankumar; G. Geethamahalakshmi; M. Xavier Suresh; S. Murugan","Department of Information Technology, Panimalar Engineering College, Chennai, Tamil Nadu, India; Department of Computational Intelligence, SRM Institute of Science and Technology, Chennai, Tamil Nadu, India; Symbiosis Institute of Technology, Nagpur Campus, Symbiosis International (Deemed University), Pune, Maharastra, India; Department of Electrical and Electronics Engineering, Easwari Engineering College, Chennai, Tamil Nadu, India; Department of Physics, School of Advanced Sciences and Languages, VIT Bhopal University, Bhopal, Madhapradesh, India; Department of Biomedical Engineering, Saveetha School of Engineering, Saveetha Institute of Medical and Technical Sciences, Saveetha University, Chennai, Tamil Nadu, India","2024 8th International Conference on I-SMAC (IoT in Social, Mobile, Analytics and Cloud) (I-SMAC)","23 Oct 2024","2024","","","1740","1746","This research study proposes a novel approach to enhance hospital lighting management by implementing dynamic lighting control. Traditional lighting systems often fail to meet the specific needs of patients, potentially impacting their health and well-being. The proposed system integrates the Internet of Things (IoT) and Reinforcement Learning (RL) algorithms to continuously track environmental factors and patient input. By analyzing this data, the system can make real-time adjustments to lighting characteristics, including intensity, color temperature, and spatial distribution. The proposed system’s autonomous optimization of lighting settings aims to promote patient comfort, mood, and overall well-being. Simulation results demonstrate the effectiveness and practicality of this approach in revolutionizing hospital lighting control. By prioritizing patients and focusing on individual needs, this research contributes to the development of healthcare facilities that enhance patient experience and promote healing.","2768-0673","979-8-3503-7642-5","10.1109/I-SMAC61858.2024.10714798","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10714798","Lighting parameters;Healthcare facilities;Patient feedback;Environmental monitoring;Lighting control","Hospitals;Heuristic algorithms;Simulation;Lighting;Reinforcement learning;Lighting control;Real-time systems;Sensors;Internet of Things;Research and development","","2","","23","IEEE","23 Oct 2024","","","IEEE","IEEE Conferences"
"Sentiment Analysis and Student Emotions: Improving Satisfaction in Online Learning Platforms","A. Anwar; I. Ur Rehman; M. M. Nasralla; S. Bin Altaf Khattak; N. Khilji","School of Computing & Engineering, University of West London, London, United Kingdom; School of Computing & Engineering, University of West London, London, United Kingdom; Smart Systems Engineering Lab, Prince Sultan University, Riyadh, Saudi Arabia; Smart Systems Engineering Lab, Prince Sultan University, Riyadh, Saudi Arabia; School of Computing & Engineering, University of West London, London, United Kingdom",2023 IEEE International Smart Cities Conference (ISC2),"31 Oct 2023","2023","","","1","7","Human emotion recognition using artificial intelligence is among the most prominent research areas. Human-Computer Interaction (HCI) and Sentiment Analysis (SA) are extensively used to detect human emotions. The role of students' sentiments and emotions becomes vital while using online learning platforms due to the need for physical interaction between instructor and learner to understand each other compared to face-to-face learning. This study identifies challenges and issues of online learning and student satisfaction while using online learning platforms. In addition, we analysed the importance of sentiment analysis for students' satisfaction while using online learning platforms. This study retrieved 112 research articles/reports using keywords such as ‘Online Learning’, ‘Online Learning Post-COVID-19’, ‘Student Satisfaction’, ‘Student Sentiment Analysis’, ‘Learning Environments’ and ‘Student Performance in Online Learning’. Among 112 research articles, 37 were identified after excluding duplicate and irrelevant research articles based on defined elimination criteria, such as studies on student emotions related to non-educational purposes. For systematic literature, the study has been divided into two research questions, i.e., (i) exploring key challenges of online learning and (ii) the role of sentiment analysis during online learning. These two questions have been answered based on arguments and evidence from the existing literature.","2687-8860","979-8-3503-9775-8","10.1109/ISC257844.2023.10293422","University of West London (UWL); Prince Sultan University (PSU); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10293422","Smart Education;Student Satisfaction;Sentiment Analysis;Emotions Recognition;Machine Learning","Human computer interaction;Sentiment analysis;Emotion recognition;Systematics;Distance learning;Smart cities;Pandemics","","2","","46","IEEE","31 Oct 2023","","","IEEE","IEEE Conferences"
"Secured Framework for Banking Chatbots using AI, ML and NLP","R. Chanda; S. Prabhu","Symbiosis Institute of Digital and Telecom Management of Aff. Symbiosis International,Deemed University, Pune, India; Symbiosis Institute of Digital and Telecom Management of Aff. Symbiosis International,Deemed University, Pune, India",2023 7th International Conference on Intelligent Computing and Control Systems (ICICCS),"8 Jun 2023","2023","","","60","65","Artificial intelligence (AI) Machine Learning (ML), and Natural Language Processing (NLP)are being employed in a growing number of sectors and is evolving as the technology of the future. It has been widely used to improve the quality of decision-making and problem-solving. This research study proposes a secured framework for banking chatbots using AI-ML and NLP. The framework based on qualitative in-depth experts interviews can be used for developing efficient chartbots for managing customer interactions of various data forms. AI enabled chatbots involves use of machine learning algorithms that can communicate with consumers in a conversational manner. AI enabled chatbots can speak common man’s language language and utilize voice as a user interface. Chatbots are used in the public and private sectors to provide virtual help in areas such as telecommunications, media, tourism, retail, stock markets, and banking. In the banking business, chatbot can act as a communication tool between customers and banks. It has a special advantage in financial industry as it can be automated and does not necessitate human interaction; and can enhance accessibility and provide a lot of features to customers.","2768-5330","979-8-3503-9725-3","10.1109/ICICCS56967.2023.10142289","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10142289","Chatbot;Artificial Intelligence;AI;Banking sector;Security;Natural Language Processing;NLP","Machine learning algorithms;Process control;Banking;User interfaces;Chatbots;Telecommunications;Problem-solving","","3","","15","IEEE","8 Jun 2023","","","IEEE","IEEE Conferences"
"Empowering Marketing Management and Gaming Consumer Interaction Through AI and Citizen Science","C. Iwendi; C. S. Lakshmi; B. D. Veerasamy; P. Hollins; D. Adeola; P. Hewage; A. P. Aderemi; P. K. Shukla","School of Creative Technologies, University of Bolton, Bolton, United Kingdom; Department of Computer Science & Engineering, Guru Nanak Institutions Technical Campus, Hyderabad, Telangana, India; Department of Information Technology, College of Computing and Information Sciences, University of Technology and Applied Sciences, Oman; Cultural Research Development, School of Arts., University of Bolton, Bolton, United Kingdom; School of Creative Technologies, University of Bolton, Bolton, United Kingdom; School of Creative Technologies, University of Bolton, Bolton, United Kingdom; School of Creative Technologies, University of Bolton, Bolton, United Kingdom; Department of Computer Science & Engineering, University Institute of Technology, Rajiv Gandhi Proudyogiki Vishwavidyalaya (Technological University of Madhya Pradesh), Bhopal, Madhya Pradesh, India","2024 IEEE Gaming, Entertainment, and Media Conference (GEM)","11 Jul 2024","2024","","","1","6","There has been a significant revolution seen by AI getting incorporated into the management and customer relations of companies. The research of the present Artificial Intelligence (AI) revolution that influences a variety of fields i.e. video games are the topic of the article. AI systems such as machine learning and data analytics can help brands understand consumer behaviour in much greater detail; hence, companies can better reach and interest potential consumers through personalized marketing plans and campaigns. This is another case of citizen science that can host a large number of artisanal anglers who can together provide data that can make the research wider-reaching. The proposed scheme improves the level of customer accuracy and tackles trends timely as well as creates slight space for real-time communication by applying neighbour-based recommendation techniques, neural networks, and sentiment analysis. Its supremacy over the conventional methods of statistical significance is highlighted through the advent of predictive analytics and dynamic pricing approaches. The advantage of deploying natural language processing (NLP) is that it helps to understand what the customers mean with how they write. Measuring the key performance indicators at the end of this approach can be called the method of adaptation and flexibility which makes digital marketing not just refer only the success but also turn to the happiness of customers.","2766-6530","979-8-3503-7453-7","10.1109/GEM61861.2024.10585727","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10585727","Artificial Intelligence;Consumer Interaction;Dynamic Pricing;Marketing Management;Natural Language Processing;Neural Networks;Predictive Analytics;Revolutionize;Games;Sentiment Analysis","Video games;Technological innovation;Sentiment analysis;Neural networks;Companies;Pricing;Market research","","","","20","IEEE","11 Jul 2024","","","IEEE","IEEE Conferences"
